mcu time(ms),gyro_Z(deg/s),mag_X(uT),mag_Y(uT),sun_direction(deg),sun_plusX(count),sun_plusY(count),sun_minusX(count),sun_minusY(count),w_RW_cmd(RPM),w_RW_meas(RPM)
16053,-6.29,-23.40,-15.30,0.00,0,0,0,0,-364.75,-336.00
16103,-4.30,-23.55,-15.15,0.00,0,0,0,0,-365.61,-336.00
16153,-3.84,-23.10,-13.80,0.00,0,0,0,0,-366.48,-336.00
16203,-5.65,-23.10,-15.60,0.00,0,0,0,0,-367.35,-336.00
16253,-5.96,-23.55,-15.45,0.00,0,0,0,0,-368.21,-336.00
16303,-8.47,-22.80,-15.60,0.00,0,0,0,0,-369.08,-336.00
16353,-7.56,-23.40,-14.25,0.00,0,0,0,0,-369.95,-336.00
16403,-8.18,-22.35,-16.35,0.00,0,0,0,0,-370.81,-336.00
16453,-5.97,-23.25,-15.90,0.00,0,0,0,0,-371.68,-342.00
16503,-4.32,-22.80,-15.60,0.00,0,0,0,0,-372.55,-342.00
16553,-5.54,-23.25,-13.95,0.00,0,0,0,0,-373.41,-348.00
16603,-6.83,-23.25,-16.50,0.00,0,0,0,0,-374.28,-348.00
16653,-7.17,-24.15,-16.05,0.00,0,0,0,0,-375.15,-342.00
16703,-10.64,-22.50,-15.90,0.00,0,0,0,0,-376.01,-342.00
16753,-10.61,-23.10,-17.85,0.00,0,0,0,0,-376.88,-348.00
